ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_001114172.1:759,NS_Hs_HostResponse_v1.0,PIK3R3,mRNA,0,,,TNF Signaling;TCR Signaling;BCR Signaling,hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,PIK3R3,,,,,
NM_006888.4:299,NS_Hs_HostResponse_v1.0,CALM1,mRNA,0,,,Myeloid Inflammation;Glycan Sensing;Coagulation;BCR Signaling,hsa04014;hsa04015;hsa04020;hsa04022;hsa04024;hsa04070;hsa04114;hsa04261;hsa04270;hsa04713;hsa04720;hsa04722;hsa04728;hsa04750;hsa04910;hsa04912;hsa04915;hsa04916;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa05010;hsa05031;hsa05034;hsa05133;hsa05152;hsa05214,,CALM1,,,,,
NM_001136031.2:406,NS_Hs_HostResponse_v1.0,ATG7,mRNA,0,,,Myeloid Activation;MHC Class I Antigen Presentation;Autophagy,hsa04140,,ATG7,,,,,
NM_001042465.2:310,NS_Hs_HostResponse_v1.0,PSAP,mRNA,0,,,Myeloid Activation;Lysosome;Coagulation,hsa04142,,PSAP,,,,,
NM_006770.3:1535,NS_Hs_HostResponse_v1.0,MARCO,mRNA,0,,,Phagocytosis,hsa04145,,MARCO,,,,,
NM_004244.5:3091,NS_Hs_HostResponse_v1.0,CD163,mRNA,0,,,Myeloid Inflammation,,Macrophages,CD163,,,,,
NM_005101.3:456,NS_Hs_HostResponse_v1.0,ISG15,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;Interferon Response Genes,hsa04622,,ISG15,,,,,
NM_198213.2:454,NS_Hs_HostResponse_v1.0,OASL,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;Interferon Response Genes,,,OASL,,,,,
NM_003332.3:188,NS_Hs_HostResponse_v1.0,TYROBP,mRNA,0,,,NK Activity;Myeloid Activation,hsa04380;hsa04650,,TYROBP,,,,,
NM_003916.4:362,NS_Hs_HostResponse_v1.0,AP1S2,mRNA,0,,,MHC Class II Antigen Presentation;Lysosome,hsa04142,,AP1S2,,,,,
NM_000567.2:108,NS_Hs_HostResponse_v1.0,CRP,mRNA,0,,,Tissue Stress;Complement System,,,CRP,,,,,
NM_019618.3:280,NS_Hs_HostResponse_v1.0,IL36G,mRNA,0,,,IL-1 Signaling,,,IL36G,,,,,
NM_004346.3:875,NS_Hs_HostResponse_v1.0,CASP3,mRNA,0,,,TNF Signaling;Other Interleukin Signaling;Immune Exhaustion;Cytotoxicity;Apoptosis,hsa04010;hsa04115;hsa04210;hsa04650;hsa04668;hsa04726;hsa04932;hsa04933;hsa05010;hsa05014;hsa05016;hsa05120;hsa05133;hsa05134;hsa05145;hsa05146;hsa05152;hsa05161;hsa05168;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05416,,CASP3,,,,,
NM_000759.3:600,NS_Hs_HostResponse_v1.0,CSF3,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04151;hsa04630;hsa04640;hsa05144,,CSF3,,,,,
NM_002118.4:374,NS_Hs_HostResponse_v1.0,HLA-DMB,mRNA,0,,,MHC Class II Antigen Presentation,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DMB,,,,,
NM_006304.1:116,NS_Hs_HostResponse_v1.0,SEM1,mRNA,0,,,TCR Signaling;NF-kappaB Signaling;Glycan Sensing;BCR Signaling,hsa03050;hsa05169,,SEM1,,,,,
NM_000860.5:549,NS_Hs_HostResponse_v1.0,HPGD,mRNA,0,,,Leukotriene and Prostaglandin Inflammation,hsa05202,,HPGD,,,,,
NM_003830.3:1405,NS_Hs_HostResponse_v1.0,SIGLEC5,mRNA,0,,,Myeloid Activation,,Neutrophils,SIGLEC5,,,,,
XM_011516674.2:3000,NS_Hs_HostResponse_v1.0,MGAM,mRNA,0,,,Myeloid Activation,hsa04973,,MGAM,,,,,
NM_005534.3:1165,NS_Hs_HostResponse_v1.0,IFNGR2,mRNA,0,,,Type II Interferon Signaling;TH1 Differentiation;Myeloid Activation;JAK-STAT Signaling;HIF1A Signaling,hsa04060;hsa04066;hsa04380;hsa04630;hsa04650;hsa05132;hsa05140;hsa05142;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321,,IFNGR2,,,,,
NM_001007232.1:143,NS_Hs_HostResponse_v1.0,CARD17,mRNA,0,,,NLR Signaling,,,CARD17,,,,,
NM_000029.3:827,NS_Hs_HostResponse_v1.0,AGT,mRNA,0,,,NO Signaling;Angiotensin System,hsa04614;hsa04924,,AGT,,,,,
NM_000588.3:79,NS_Hs_HostResponse_v1.0,IL3,mRNA,0,,,Myeloid Inflammation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04151;hsa04210;hsa04630;hsa04640;hsa04664;hsa05202;hsa05310,,IL3,,,,,
NM_004566.3:965,NS_Hs_HostResponse_v1.0,PFKFB3,mRNA,0,,,HIF1A Signaling,hsa04066;hsa04152,,PFKFB3,,,,,
NM_002089.4:284,NS_Hs_HostResponse_v1.0,CXCL2,mRNA,0,,,TNF Signaling;NLR Signaling;NF-kappaB Signaling;Chemokine Signaling,hsa04060;hsa04062;hsa04064;hsa04621;hsa04668;hsa05132;hsa05134,,CXCL2,,,,,
NM_005746.3:1318,NS_Hs_HostResponse_v1.0,NAMPT,mRNA,0,,,NLR Signaling;Myeloid Activation,,,NAMPT,,,,,
NM_021975.4:207,NS_Hs_HostResponse_v1.0,RELA,mRNA,0,,,TNF Signaling;TLR Signaling;TH9 Differentiation;TH1 Differentiation;TCR Signaling;RNA Sensing;NLR Signaling;NF-kappaB Signaling;Inflammasomes;Glycan Sensing;DNA Sensing;BCR Signaling,hsa04010;hsa04014;hsa04024;hsa04062;hsa04064;hsa04066;hsa04071;hsa04151;hsa04210;hsa04211;hsa04380;hsa04620;hsa04621;hsa04622;hsa04623;hsa04660;hsa04662;hsa04668;hsa04722;hsa04917;hsa04920;hsa04931;hsa04932;hsa04933;hsa05030;hsa05120;hsa05131;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05212;hsa05215;hsa05220;hsa05221;hsa05222;hsa05321,,RELA,,,,,
NM_000733.3:260,NS_Hs_HostResponse_v1.0,CD3E,mRNA,0,,,TCR Signaling,hsa04640;hsa04660;hsa05142;hsa05162;hsa05166;hsa05340,T-cells,CD3E,,,,,
NM_000395.2:1285,NS_Hs_HostResponse_v1.0,CSF2RB,mRNA,0,,,JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04210;hsa04630,,CSF2RB,,,,,
NM_001078.3:1021,NS_Hs_HostResponse_v1.0,VCAM1,mRNA,0,,,Type II Interferon Signaling;TNF Signaling;Other Interleukin Signaling;NF-kappaB Signaling;Lymphocyte Trafficking,hsa04064;hsa04514;hsa04668;hsa04670;hsa04933;hsa05143;hsa05144;hsa05166,,VCAM1,,,,,
NM_005516.5:579,NS_Hs_HostResponse_v1.0,HLA-E,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;MHC Class I Antigen Presentation,hsa04144;hsa04145;hsa04514;hsa04612;hsa04650;hsa04940;hsa05166;hsa05168;hsa05169;hsa05203;hsa05320;hsa05330;hsa05332;hsa05416,,HLA-E,,,,,
NM_005953.5:3,NS_Hs_HostResponse_v1.0,MT2A,mRNA,0,,,Type II Interferon Signaling,,,MT2A,,,,,
NM_003955.4:614,NS_Hs_HostResponse_v1.0,SOCS3,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;TNF Signaling;MHC Class I Antigen Presentation;IL-6 Signaling,hsa04120;hsa04380;hsa04630;hsa04668;hsa04910;hsa04917;hsa04920;hsa04930;hsa04931;hsa04932;hsa05160;hsa05164;hsa05168,,SOCS3,,,,,
NM_020530.6:131,NS_Hs_HostResponse_v1.0,OSM,mRNA,0,,,JAK-STAT Signaling;IL-6 Signaling,hsa04060;hsa04151;hsa04630,,OSM,,,,,
NM_032965.6:278,NS_Hs_HostResponse_v1.0,CCL15,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL15,,,,,
NM_032963.4:243,NS_Hs_HostResponse_v1.0,CCL14,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL14,,,,,
NM_000566.3:738,NS_Hs_HostResponse_v1.0,FCGR1A/B,mRNA,0,,,Type II Interferon Signaling;Phagocytosis;MHC Class I Antigen Presentation,hsa04145;hsa04380;hsa04640;hsa04666;hsa05140;hsa05150;hsa05152;hsa05202;hsa05322,,FCGR1A,,,,,
NM_002983.3:198,NS_Hs_HostResponse_v1.0,CCL3/L1/L3,mRNA,0,,,Myeloid Activation;Mononuclear Cell Migration;Immune Exhaustion;Chemokine Signaling,hsa04060;hsa04062;hsa04620;hsa05132;hsa05142;hsa05323,,CCL3,,,,,
NM_024295.6:441,NS_Hs_HostResponse_v1.0,DERL1,mRNA,0,,,Proteotoxic Stress,hsa04141;hsa05014,,DERL1,,,,,
NM_052972.3:656,NS_Hs_HostResponse_v1.0,LRG1,mRNA,0,,,Myeloid Activation,,,LRG1,,,,,
NM_001080124.1:890,NS_Hs_HostResponse_v1.0,CASP8,mRNA,0,,,TNF Signaling;TLR Signaling;RNA Sensing;NLR Signaling;Glycan Sensing;Apoptosis,hsa04115;hsa04210;hsa04620;hsa04621;hsa04622;hsa04668;hsa04932;hsa05010;hsa05016;hsa05134;hsa05142;hsa05145;hsa05152;hsa05161;hsa05168;hsa05200;hsa05203;hsa05416,,CASP8,,,,,
NM_001130046.1:144,NS_Hs_HostResponse_v1.0,CCL20,mRNA,0,,,TNF Signaling;Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa04668;hsa05323,,CCL20,,,,,
NM_001144899.1:588,NS_Hs_HostResponse_v1.0,CD209,mRNA,0,,,Virus-Host Interaction;Phagocytosis;Glycan Sensing,hsa04145;hsa05152;hsa05162,DC,CD209,,,,,
NM_001199886.1:652,NS_Hs_HostResponse_v1.0,IL7,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04151;hsa04630;hsa04640,,IL7,,,,,
NM_001320928.1:1634,NS_Hs_HostResponse_v1.0,CHUK,mRNA,0,,,Type I Interferon Signaling;TNF Signaling;TLR Signaling;TCR Signaling;RNA Sensing;NLR Signaling;NF-kappaB Signaling;Glycan Sensing;DNA Sensing;BCR Signaling,hsa04010;hsa04014;hsa04062;hsa04064;hsa04068;hsa04151;hsa04210;hsa04380;hsa04620;hsa04621;hsa04622;hsa04623;hsa04660;hsa04662;hsa04668;hsa04920;hsa05120;hsa05131;hsa05142;hsa05145;hsa05160;hsa05161;hsa05162;hsa05166;hsa05168;hsa05169;hsa05200;hsa05212;hsa05215;hsa05220;hsa05221;hsa05222,,CHUK,,,,,
NM_001351060.1:1868,NS_Hs_HostResponse_v1.0,KLRD1,mRNA,0,,,NK Activity,hsa04612;hsa04650;hsa05332,Cytotoxic cells,KLRD1,,,,,
NM_004590.3:104,NS_Hs_HostResponse_v1.0,CCL16,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL16,,,,,
NM_005755.2:494,NS_Hs_HostResponse_v1.0,EBI3,mRNA,0,,,Other Interleukin Signaling,,,EBI3,,,,,
NM_021258.3:1456,NS_Hs_HostResponse_v1.0,IL22RA1,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL22RA1,,,,,
NM_030641.3:422,NS_Hs_HostResponse_v1.0,APOL6,mRNA,0,,,Interferon Response Genes,,,APOL6,,,,,
NM_176786.2:453,NS_Hs_HostResponse_v1.0,IL9R,mRNA,0,,,JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa04640,,IL9R,,,,,
NM_001296.5:741,NS_Hs_HostResponse_v1.0,ACKR2,mRNA,0,,,Chemokine Signaling,,,ACKR2,,,,,
NM_021960.5:644,NS_Hs_HostResponse_v1.0,MCL1,mRNA,0,,,Oxidative Stress Response;Other Interleukin Signaling,hsa04151;hsa04630;hsa05206,,MCL1,,,,,
NM_016823.4:455,NS_Hs_HostResponse_v1.0,CRK,mRNA,0,,,Coagulation;Chemokine Signaling,hsa04010;hsa04012;hsa04015;hsa04062;hsa04510;hsa04666;hsa04722;hsa04810;hsa04910;hsa05100;hsa05131;hsa05200;hsa05206;hsa05211;hsa05220,,CRK,,,,,
NM_000577.4:174,NS_Hs_HostResponse_v1.0,IL1RN,mRNA,0,,,IL-1 Signaling,,,IL1RN,,,,,
NM_001031804.2:1834,NS_Hs_HostResponse_v1.0,MAF,mRNA,0,,,TH2 Differentiation,hsa05202;hsa05321,,MAF,,,,,
NM_001042583.2:1324,NS_Hs_HostResponse_v1.0,CD1E,mRNA,0,,,TCR Signaling,hsa04640,,CD1E,,,,,
NM_001135053.1:1382,NS_Hs_HostResponse_v1.0,SIGIRR,mRNA,0,,,TLR Signaling;IL-1 Signaling,,,SIGIRR,,,,,
NM_001206491.1:1036,NS_Hs_HostResponse_v1.0,MAVS,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;NLR Signaling;DNA Sensing,hsa04622;hsa04623;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,MAVS,,,,,
NM_001206524.1:746,NS_Hs_HostResponse_v1.0,CASP10,mRNA,0,,,TNF Signaling;RNA Sensing;Apoptosis,hsa04210;hsa04622;hsa04668;hsa05152;hsa05161,,CASP10,,,,,
NM_001293557.1:1120,NS_Hs_HostResponse_v1.0,NOD2,mRNA,0,,,TNF Signaling;TLR Signaling;NLR Signaling;IL-17 Signaling;IL-1 Signaling,hsa04621;hsa04668;hsa05131;hsa05152;hsa05321,,NOD2,,,,,
NM_001317747.1:238,NS_Hs_HostResponse_v1.0,TRAT1,mRNA,0,,,TCR Signaling,,T-cells,TRAT1,,,,,
NM_001351447.1:458,NS_Hs_HostResponse_v1.0,IL1RL2,mRNA,0,,,IL-1 Signaling,,,IL1RL2,,,,,
NM_006871.3:1174,NS_Hs_HostResponse_v1.0,RIPK3,mRNA,0,,,TNF Signaling;TLR Signaling;NLR Signaling;DNA Sensing,hsa04623;hsa04668,,RIPK3,,,,,
NM_144717.3:362,NS_Hs_HostResponse_v1.0,IL20RB,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL20RB,,,,,
NM_018683.4:82,NS_Hs_HostResponse_v1.0,RNF114,mRNA,0,,,MHC Class I Antigen Presentation,,,RNF114,,,,,
NM_170776.5:1312,NS_Hs_HostResponse_v1.0,ADGRG3,mRNA,0,,,Myeloid Activation,,,ADGRG3,,,,,
NM_001569.3:1036,NS_Hs_HostResponse_v1.0,IRAK1,mRNA,0,,,TLR Signaling;NF-kappaB Signaling;IL-17 Signaling,hsa04064;hsa04210;hsa04620;hsa04722;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05162;hsa05169,,IRAK1,,,,,
NM_001081551.4:8,NS_Hs_HostResponse_v1.0,DEFB103A/B,mRNA,0,,,NLR Signaling;Host Defense Peptides,,,DEFB103A,,,,,
NM_003348.4:357,NS_Hs_HostResponse_v1.0,UBE2N,mRNA,0,,,TLR Signaling;TCR Signaling;MHC Class I Antigen Presentation;Interferon Response Genes;IL-1 Signaling;Glycan Sensing,hsa04120,,UBE2N,,,,,
XM_011533465.1:1495,NS_Hs_HostResponse_v1.0,STT3B,mRNA,0,,,Proteotoxic Stress,hsa04141,,STT3B,,,,,
NM_000434.4:808,NS_Hs_HostResponse_v1.0,NEU1,mRNA,0,,,Myeloid Activation;Lysosome,hsa04142,,NEU1,,,,,
NM_000623.3:199,NS_Hs_HostResponse_v1.0,BDKRB2,mRNA,0,,,Complement System;Angiotensin System,hsa04020;hsa04022;hsa04071;hsa04080;hsa04610;hsa04750;hsa04810;hsa05142;hsa05200,,BDKRB2,,,,,
NM_001080855.3:1430,NS_Hs_HostResponse_v1.0,PXN,mRNA,0,,,Oxidative Stress Response;Lymphocyte Trafficking;Chemokine Signaling,hsa04062;hsa04370;hsa04510;hsa04670;hsa04810;hsa05100;hsa05203;hsa05205,,PXN,,,,,
NM_001995.4:1990,NS_Hs_HostResponse_v1.0,ACSL1,mRNA,0,,,PPAR Signaling,hsa03320;hsa04146;hsa04920,,ACSL1,,,,,
NM_002576.5:1010,NS_Hs_HostResponse_v1.0,PAK1,mRNA,0,,,TCR Signaling;Glycan Sensing;Chemokine Signaling,hsa04010;hsa04012;hsa04014;hsa04024;hsa04062;hsa04360;hsa04510;hsa04650;hsa04660;hsa04666;hsa04810;hsa05120;hsa05205;hsa05211,,PAK1,,,,,
NM_004781.4:248,NS_Hs_HostResponse_v1.0,VAMP3,mRNA,0,,,Phagocytosis;Myeloid Activation;MHC Class I Antigen Presentation,hsa04145,,VAMP3,,,,,
NM_004862.3:483,NS_Hs_HostResponse_v1.0,LITAF,mRNA,0,,,Lysosome,hsa04142,,LITAF,,,,,
NM_014438.5:261,NS_Hs_HostResponse_v1.0,IL36B,mRNA,0,,,IL-1 Signaling,,,IL36B,,,,,
NM_017563.5:1680,NS_Hs_HostResponse_v1.0,IL17RD,mRNA,0,,,IL-17 Signaling,,,IL17RD,,,,,
NM_052936.5:1103,NS_Hs_HostResponse_v1.0,ATG4A,mRNA,0,,,Autophagy,hsa04140,,ATG4A,,,,,
NM_001135553.4:1307,NS_Hs_HostResponse_v1.0,MKNK1,mRNA,0,,,HIF1A Signaling,hsa04010;hsa04066;hsa04910,,MKNK1,,,,,
NM_001166283.1:1074,NS_Hs_HostResponse_v1.0,RGMA,mRNA,0,,,TGF-beta Signaling,,,RGMA,,,,,
NM_001276254.2:713,NS_Hs_HostResponse_v1.0,IFNL4,mRNA,0,,,Type III Interferon Signaling,,,IFNL4,,,,,
NM_003144.5:792,NS_Hs_HostResponse_v1.0,SSR1,mRNA,0,,,Proteotoxic Stress,hsa04141,,SSR1,,,,,
NM_012275.3:284,NS_Hs_HostResponse_v1.0,IL36RN,mRNA,0,,,IL-1 Signaling,,,IL36RN,,,,,
NM_013278.4:405,NS_Hs_HostResponse_v1.0,IL17C,mRNA,0,,,IL-17 Signaling,,,IL17C,,,,,
NM_015696.5:375,NS_Hs_HostResponse_v1.0,GPX7,mRNA,0,,,Oxidative Stress Response,hsa00590;hsa04918,,GPX7,,,,,
NM_030961.3:2029,NS_Hs_HostResponse_v1.0,TRIM56,mRNA,0,,,DNA Sensing,,,TRIM56,,,,,
NM_032412.4:299,NS_Hs_HostResponse_v1.0,CYSTM1,mRNA,0,,,Myeloid Activation,,,CYSTM1,,,,,
NM_032556.6:444,NS_Hs_HostResponse_v1.0,IL1F10,mRNA,0,,,IL-1 Signaling,,,IL1F10,,,,,
NM_138930.3:856,NS_Hs_HostResponse_v1.0,DIABLO,mRNA,0,,,Oxidative Stress Response;Apoptosis,,,DIABLO,,,,,
NM_198477.3:169,NS_Hs_HostResponse_v1.0,CXCL17,mRNA,0,,,Mononuclear Cell Migration,,,CXCL17,,,,,
ERCC_00154.1:115,ALL,NEG_H(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00041.1:440,ALL,NEG_B(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00098.1:785,ALL,NEG_E(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00126.1:220,ALL,NEG_F(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00096.1:230,ALL,NEG_A(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00076.1:355,ALL,NEG_D(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00144.1:15,ALL,NEG_G(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00019.1:140,ALL,NEG_C(0),mRNA,1,Negative,,,,,,,,,,
ERCC_00092.1:540,ALL,POS_D(2),mRNA,1,Positive,,,,,,,,,,
ERCC_00112.1:695,ALL,POS_B(32),mRNA,1,Positive,,,,,,,,,,
ERCC_00002.1:850,ALL,POS_C(8),mRNA,1,Positive,,,,,,,,,,
ERCC_00035.1:485,ALL,POS_E(0.5),mRNA,1,Positive,,,,,,,,,,
ERCC_00034.1:195,ALL,POS_F(0.125),mRNA,1,Positive,,,,,,,,,,
ERCC_00117.1:385,ALL,POS_A(128),mRNA,1,Positive,,,,,,,,,,
purespike1.1:0,ALL,purespike1.1,mRNA,1,,,,,,,,,,,
purespike3.1:0,ALL,purespike3.1,mRNA,1,,,,,,,,,,,
purespike2.1:0,ALL,purespike2.1,mRNA,1,,,,,,,,,,,
